id,price,bedrooms,bathrooms,floors,sqft_living,view,grade,waterfront,yr_built,yr_renovated,lat,long
7214720075,699950.0,3,2.25,2.0,2190,0,8,0,1983,0,47.7731,-122.08
2450000295,1088000.0,3,2.5,2.0,2920,0,8,0,1950,2010,47.5814,-122.196
6197800045,290000.0,3,1.0,1.0,1210,0,7,0,1954,0,47.4375,-122.184
1328310370,375000.0,3,2.5,1.0,2340,0,8,0,1978,0,47.4431,-122.133
546000875,460000.0,3,1.0,1.5,1670,0,7,0,1939,0,47.6878,-122.38
3530510041,188500.0,2,1.75,1.0,1240,0,8,0,1985,0,47.3813,-122.322
1853000400,680000.0,4,2.5,2.0,3140,0,10,0,1991,0,47.7304,-122.08200000000001
3134100116,470000.0,5,1.75,2.0,2030,0,7,0,1942,0,47.6417,-122.109
9545230140,597750.0,4,2.5,2.0,2310,0,8,0,1984,0,47.5386,-122.053
3362400511,570000.0,3,1.75,1.0,1260,0,6,0,1905,0,47.6823,-122.34899999999999
2525310310,272500.0,3,1.75,1.0,1540,0,7,0,1980,0,47.3624,-122.031
6126500060,329950.0,3,1.75,1.0,2080,2,7,0,1971,0,47.5474,-122.295
8961960160,480000.0,4,2.5,2.0,3230,3,9,0,2001,0,47.3183,-122.25299999999999
3626039325,740500.0,3,3.5,2.0,4380,0,8,0,1900,1999,47.6981,-122.368
3362400431,518500.0,3,3.5,3.0,1590,0,8,0,2010,0,47.6824,-122.34700000000001
4060000240,205425.0,2,1.0,1.0,880,0,6,0,1945,0,47.5009,-122.24799999999999
3454800060,171800.0,4,2.0,1.0,1570,0,6,0,1950,0,47.4965,-122.303
1695900060,535000.0,4,1.0,1.5,1610,0,7,0,1925,0,47.586999999999996,-122.294
7278700070,660000.0,3,2.5,1.0,2400,2,8,0,1964,0,47.7728,-122.38600000000001
6675500070,391500.0,3,2.0,1.0,1450,0,7,0,1987,0,47.7288,-122.226
3626039187,395000.0,2,1.0,1.0,770,0,6,0,1953,0,47.6999,-122.36399999999999
3524049083,445000.0,4,1.75,1.5,2100,0,7,0,1924,0,47.5299,-122.266
3275860240,770000.0,3,2.25,2.0,2910,0,9,0,1990,0,47.6897,-122.098
4389200955,1450000.0,4,2.75,1.5,2750,0,8,0,1914,1992,47.6141,-122.212
4058801670,445000.0,3,2.25,1.0,2100,2,8,0,1967,0,47.5091,-122.244
8732020310,260000.0,4,2.25,1.0,2160,0,8,0,1978,0,47.3129,-122.39
2331300505,822500.0,5,3.5,2.0,2320,0,7,0,1926,0,47.6763,-122.352
7853210060,430000.0,4,2.5,2.0,2070,0,7,0,2004,0,47.5319,-121.85
3668000070,212000.0,3,1.75,1.0,1060,0,7,0,1986,0,47.2761,-122.152
9545240070,660500.0,4,2.25,1.0,2010,0,8,0,1986,0,47.5343,-122.054
1243100136,784000.0,3,3.5,1.5,3950,0,9,0,1989,0,47.696999999999996,-122.072
8929000270,453246.0,3,2.5,2.0,2010,0,8,0,2014,0,47.5517,-121.99799999999999
2767602356,675000.0,4,3.5,3.0,2140,0,9,0,2005,0,47.6734,-122.38
921049315,199000.0,3,1.75,1.0,1320,0,7,0,1956,0,47.3257,-122.296
3655000070,220000.0,4,1.75,1.0,2020,0,7,0,1968,0,47.3309,-122.29899999999999
4027700812,452000.0,4,2.25,1.0,2590,0,8,0,1968,0,47.7689,-122.266
3992700335,382500.0,2,1.0,1.0,1190,0,6,0,1981,0,47.7135,-122.287
2767603505,519950.0,3,2.25,3.0,1170,0,8,0,2014,0,47.6722,-122.381
4232901525,665000.0,2,1.0,1.0,1110,0,7,0,1925,0,47.6338,-122.35799999999999
1777500060,527700.0,5,2.5,1.0,2820,0,8,0,1968,0,47.5707,-122.12799999999999
1432900240,205000.0,3,1.0,1.0,1610,0,7,0,1962,0,47.4563,-122.171
6140100875,420000.0,3,1.0,1.0,1060,0,7,0,1923,0,47.7144,-122.351
6071600370,500000.0,4,2.25,1.0,2030,0,8,0,1961,0,47.5495,-122.17399999999999
1526069017,921500.0,4,2.5,2.0,3670,0,9,0,1994,0,47.7421,-122.02600000000001
809001525,890000.0,4,1.0,2.0,2550,0,8,0,1905,0,47.6354,-122.353
3224079105,430000.0,2,2.5,2.0,2420,0,7,0,2007,0,47.5262,-121.943
8075400570,258000.0,5,2.0,1.0,2260,0,8,0,1960,0,47.3887,-122.286
1994200024,511000.0,3,1.0,1.0,1430,0,7,0,1947,0,47.6873,-122.336
3362900810,532170.0,3,2.0,2.0,1360,0,8,0,1990,0,47.6838,-122.353
1324300398,560000.0,3,1.0,1.5,1110,0,7,0,1947,0,47.655,-122.359
537000445,282950.0,3,1.0,1.0,1250,0,7,0,1954,0,47.3255,-122.304
7855801670,2250000.0,4,3.25,2.0,5180,3,12,0,2006,0,47.562,-122.162
7920100045,350000.0,1,1.0,1.0,700,0,7,0,1942,0,47.678999999999995,-122.3
8960000030,215000.0,3,1.0,1.0,1180,0,7,0,1967,0,47.4479,-122.176
6388930390,650000.0,5,3.5,2.0,3960,0,9,0,1996,0,47.525,-122.17200000000001
8731900200,320000.0,4,2.75,1.0,2640,0,8,0,1967,0,47.3135,-122.369
8029200135,247000.0,3,2.0,1.5,1270,0,7,0,1916,2013,47.2086,-121.99600000000001
1081200350,320000.0,4,1.75,1.0,1760,0,8,0,1968,0,47.4715,-122.118
84000105,255000.0,5,2.25,1.0,2060,0,7,0,1962,0,47.4877,-122.335
3756500060,438000.0,3,1.75,1.0,1780,0,7,0,1962,0,47.7171,-122.193
7215720160,900000.0,3,2.5,2.0,3400,0,10,0,2000,0,47.6012,-122.023
3574800520,441000.0,3,2.75,1.0,1910,0,7,0,1979,0,47.7319,-122.22399999999999
2617300160,420000.0,3,2.0,1.0,2020,0,7,0,1975,0,47.4582,-122.023
2558660270,370000.0,3,1.75,1.0,1580,0,7,0,1976,0,47.7209,-122.16799999999999
2009000370,269950.0,2,1.75,1.0,1340,0,5,0,1949,0,47.408,-122.32700000000001
1836980160,807100.0,4,2.5,2.0,2680,0,9,0,1999,0,47.565,-122.125
3261020370,653000.0,3,2.5,1.0,2680,0,8,0,1979,0,47.7028,-122.23100000000001
1755700060,371500.0,3,2.0,1.0,1370,0,7,0,1964,0,47.7458,-122.331
4330600435,284000.0,3,1.75,1.0,1560,0,7,0,1954,0,47.4776,-122.337
9542800700,272000.0,3,1.75,1.0,2160,0,7,0,1978,0,47.3026,-122.374
1999700045,313000.0,3,1.5,1.5,1340,0,7,0,1955,0,47.7658,-122.339
1762600070,917500.0,4,2.5,2.0,3880,0,10,0,1984,0,47.6477,-122.182
1687900520,673000.0,4,2.25,2.0,2590,0,8,0,1980,0,47.5619,-122.125
7234600798,425000.0,3,2.5,2.0,1120,0,8,0,2008,0,47.6106,-122.31
3881900445,399950.0,5,2.75,1.0,1970,0,7,0,1986,0,47.5868,-122.30799999999999
2254502445,385000.0,3,1.0,1.0,1220,0,6,0,1901,0,47.6101,-122.307
5437810320,269950.0,3,1.5,1.0,1950,2,7,0,1975,0,47.1976,-121.999
9158100075,330000.0,2,1.0,1.0,1350,0,7,0,1949,0,47.7224,-122.35799999999999
3830630310,260000.0,3,2.5,2.0,1670,0,7,0,1988,0,47.3505,-122.179
8123100045,470000.0,4,3.0,1.5,2380,0,7,0,1925,0,47.5384,-122.376
3127200041,589000.0,4,3.0,2.0,2440,0,7,0,1961,0,47.7044,-122.2
6661200320,163500.0,2,1.5,2.0,1050,0,7,0,1996,0,47.3848,-122.039
11510310,835000.0,4,2.75,2.0,3130,0,9,0,1993,0,47.6993,-122.102
825059270,1095000.0,5,3.0,1.0,4090,2,10,0,1986,0,47.6627,-122.18799999999999
8731951370,269000.0,4,1.75,1.0,1490,0,8,0,1969,0,47.3099,-122.37899999999999
1954440060,560000.0,3,2.5,2.0,1900,0,8,0,1987,0,47.62,-122.04299999999999
2264500350,615000.0,4,1.0,1.5,1330,0,6,0,1901,0,47.65,-122.34
1115810060,585188.0,3,2.25,1.0,2230,0,8,0,1975,0,47.6647,-122.15299999999999
9477200200,305000.0,3,1.75,1.0,1650,0,7,0,1977,0,47.726000000000006,-122.191
1432600560,166950.0,3,1.0,1.0,1190,0,6,0,1959,0,47.4616,-122.184
2287000060,799000.0,3,2.5,1.0,2140,0,8,0,1959,0,47.5505,-122.219
3663500060,400000.0,3,2.5,1.0,2180,0,7,0,1962,0,47.7606,-122.336
3996900125,230000.0,3,1.0,1.0,1060,0,7,0,1948,0,47.7481,-122.3
7796450200,256883.0,3,2.5,2.0,1690,0,8,0,2003,0,47.2779,-122.34700000000001
7549802535,423000.0,4,2.0,1.5,1970,0,7,0,1920,0,47.5511,-122.31200000000001
3278600320,465000.0,3,2.5,2.0,2150,0,8,0,2007,0,47.5488,-122.37200000000001
2824079053,440000.0,3,2.5,2.0,1910,0,7,0,1997,0,47.5385,-121.911
1222069094,385000.0,3,1.75,1.0,1350,0,7,0,1969,0,47.4058,-121.994
3542300060,210000.0,3,1.0,1.0,860,0,6,0,1943,0,47.5093,-122.184
2222059065,297000.0,3,2.5,2.0,1940,0,8,0,1994,0,47.3777,-122.165
7551300060,470000.0,3,1.0,1.0,1010,0,7,0,1952,0,47.675,-122.39399999999999
100600550,226500.0,3,1.5,1.0,1300,0,7,0,1976,0,47.3025,-122.37
3211100860,274250.0,3,1.0,1.0,910,0,6,0,1962,0,47.4787,-122.15799999999999
3456000310,840000.0,4,1.75,1.0,2480,0,9,0,1966,0,47.5378,-122.219
9526600140,677900.0,3,2.5,2.0,2440,0,8,0,2010,0,47.7073,-122.11399999999999
7465900060,425000.0,3,1.0,1.0,1010,0,7,0,1915,0,47.5733,-122.381
1222000055,180250.0,2,0.75,1.0,900,0,6,0,1941,0,47.4604,-122.339
6300000550,464000.0,6,3.0,2.0,2300,0,7,0,1920,1994,47.7067,-122.34299999999999
2310030510,320000.0,4,2.25,2.0,1550,0,8,0,1993,0,47.354,-122.04700000000001
1025049114,625504.0,3,2.25,2.0,1270,0,8,0,2014,0,47.6647,-122.28399999999999
8677300550,592500.0,4,2.5,1.0,2240,0,9,0,1983,0,47.6143,-122.01700000000001
4014400292,465000.0,3,2.5,2.0,2714,0,9,0,2005,0,47.3185,-122.275
1102000196,477000.0,4,2.75,2.0,1720,0,8,0,1978,0,47.5458,-122.26799999999999
257000138,280000.0,2,1.0,1.0,850,0,6,0,1923,0,47.4889,-122.29899999999999
46100204,1505000.0,5,3.0,1.0,3300,3,9,0,1957,1991,47.5673,-122.21
1909600046,445838.0,3,2.5,2.0,2250,0,8,0,2000,0,47.5133,-122.37899999999999
1250202145,1072000.0,2,2.25,1.0,3900,3,8,0,1947,0,47.5884,-122.291
7611200125,467000.0,2,1.5,1.0,1320,0,8,0,1947,0,47.7145,-122.367
5611500140,686000.0,4,2.5,2.0,2760,0,10,0,1999,0,47.5836,-122.02600000000001
7138000260,279950.0,3,2.0,1.0,1750,0,7,0,1961,0,47.398,-122.29899999999999
626059335,527000.0,4,2.25,2.0,2330,0,8,0,1987,0,47.7663,-122.215
1922059282,325000.0,3,2.25,1.0,2220,0,8,0,1966,0,47.3758,-122.21700000000001
705700390,328000.0,3,2.25,2.0,2020,0,7,0,1994,0,47.3828,-122.023
7454001200,390000.0,3,2.25,1.0,1250,0,7,0,1942,0,47.5123,-122.37299999999999
8682281200,479950.0,2,2.0,1.0,1510,0,8,0,2005,0,47.7076,-122.01299999999999
7972000200,264950.0,4,2.25,1.0,1720,0,7,0,1978,0,47.2922,-122.37100000000001
722059070,235000.0,3,1.0,1.0,1430,0,7,0,1961,0,47.4075,-122.214
7202340400,516500.0,3,2.5,2.0,1480,0,7,0,2004,0,47.6794,-122.03399999999999
8096000060,655000.0,2,1.75,2.0,1450,4,7,1,1915,1978,47.4497,-122.375
2424000060,500000.0,4,2.75,1.0,2280,0,7,0,1960,0,47.5218,-122.164
9264902050,315000.0,6,2.75,1.0,2940,0,8,0,1978,0,47.3103,-122.339
943100260,213000.0,2,1.0,1.0,1000,0,6,0,1961,0,47.5687,-121.899
3677400445,475000.0,3,1.5,1.5,2480,0,7,0,1947,0,47.5575,-122.303
1762600320,1025000.0,5,4.0,2.0,3760,0,10,0,1983,0,47.6489,-122.18299999999999
4058000060,416000.0,3,2.0,1.0,2220,0,7,0,1976,0,47.3459,-121.95
7228500560,410000.0,4,1.0,1.5,1970,0,7,0,1904,2005,47.6136,-122.303
326069104,800000.0,3,3.5,2.0,3830,0,10,0,1993,0,47.7641,-122.023
5152100060,472000.0,6,2.5,1.0,4410,2,9,0,1965,0,47.3376,-122.324
3584000310,225000.0,3,1.75,1.0,1430,0,7,0,1968,0,47.3173,-122.319
8150100045,210000.0,2,1.0,1.0,830,0,6,0,1940,0,47.5308,-122.376
1868901275,455000.0,2,1.0,1.5,1430,0,7,0,1925,0,47.6727,-122.29899999999999
6131600075,225000.0,3,1.0,1.0,1300,0,6,0,1954,0,47.3221,-122.21600000000001
9468200125,480000.0,2,1.0,1.0,1030,2,7,0,1918,0,47.6779,-122.353
8029510030,363000.0,3,2.5,2.0,2740,0,9,0,1990,0,47.3076,-122.395
2025069065,2400000.0,4,2.5,1.0,3650,4,9,1,2000,0,47.6338,-122.072
7899800890,181000.0,2,1.5,1.0,720,0,6,0,1954,0,47.5218,-122.35700000000001
3021059276,250000.0,4,2.0,1.0,2010,0,7,0,1976,0,47.2785,-122.213
3797001895,481000.0,3,1.75,1.0,1560,0,6,0,1918,0,47.6846,-122.345
3832710960,260000.0,3,2.0,1.0,1810,0,7,0,1978,0,47.3656,-122.27799999999999
1310430400,455000.0,4,2.5,2.0,3360,0,9,0,2001,0,47.4369,-122.111
1422300030,415000.0,3,2.25,2.0,1510,0,8,0,1991,0,47.4616,-121.711
1105000588,349500.0,3,1.0,1.0,1400,0,7,0,1953,0,47.5405,-122.27
3830630060,245000.0,3,2.5,2.0,1730,0,7,0,1987,0,47.3507,-122.178
5101404898,592500.0,2,2.0,1.5,1420,2,7,0,1928,0,47.6979,-122.32
7972601890,385000.0,4,1.75,1.0,2360,0,7,0,1955,0,47.5278,-122.345
5127001620,315000.0,3,1.75,1.0,1580,0,7,0,1974,0,47.4756,-122.147
9407100800,255000.0,3,1.0,1.0,1230,0,7,0,1979,0,47.4437,-121.772
1873100060,693000.0,4,2.5,2.0,2460,0,8,0,2006,0,47.7048,-122.109
8722101360,780000.0,3,1.0,1.5,1660,0,8,0,1911,0,47.6362,-122.302
8644000060,237000.0,3,1.75,1.0,1270,0,7,0,1960,0,47.4207,-122.29
3325069129,525000.0,3,2.25,2.0,2100,0,10,0,1979,0,47.6154,-122.04700000000001
1400300055,425000.0,2,1.0,1.0,770,0,5,0,1930,0,47.5964,-122.29899999999999
2123039032,369900.0,1,0.75,1.0,760,4,5,1,1936,0,47.4683,-122.43799999999999
8078560140,290000.0,4,2.5,2.0,1700,0,7,0,1988,0,47.4045,-122.171
3438500192,285000.0,3,1.0,1.0,1120,0,7,0,1954,0,47.5544,-122.35799999999999
7974200510,415000.0,2,1.0,1.0,1070,0,7,0,1937,0,47.6802,-122.29
2557000400,272500.0,3,2.5,1.0,2070,0,8,0,1979,0,47.2988,-122.37100000000001
7960900060,2900000.0,4,3.25,1.5,5050,2,11,0,1982,2008,47.6312,-122.223
4054500390,1365000.0,4,4.75,2.0,5310,0,11,0,1989,0,47.7285,-122.042
6378500125,436000.0,2,1.0,1.0,1040,0,7,0,1939,0,47.7107,-122.352
1745100140,210000.0,3,1.0,1.0,1700,0,7,0,1967,0,47.3271,-122.323
2976800796,236000.0,3,1.0,1.0,1300,0,7,0,1961,0,47.5053,-122.255
4235400186,331000.0,3,1.75,1.0,1080,0,7,0,1954,2003,47.6601,-122.4
4215100060,365000.0,3,2.5,2.0,2653,0,8,0,2006,0,47.4145,-122.166
9189700045,450000.0,3,2.0,1.0,2290,0,8,0,1960,0,47.4672,-122.165
1126049053,770000.0,4,2.75,2.0,3820,0,9,0,2014,0,47.7618,-122.26100000000001
2022069200,455000.0,4,2.5,1.0,2210,0,8,0,1997,0,47.3828,-122.071
9412900055,405000.0,3,1.75,1.0,2390,0,6,0,1908,0,47.5362,-122.26799999999999
1722059235,304900.0,4,1.75,1.0,2600,0,7,0,1969,0,47.3954,-122.206
6874200960,170000.0,2,1.0,1.0,860,0,6,0,1931,0,47.5048,-122.272
7424700045,2050000.0,5,3.0,2.0,3830,1,9,0,1905,1994,47.6166,-122.287
7202360350,780000.0,4,2.5,2.0,3500,0,9,0,2005,0,47.6811,-122.025
5634500392,330000.0,3,3.0,1.0,2420,0,8,0,1988,0,47.7486,-122.23
1509500060,370000.0,4,2.5,2.0,2720,0,9,0,1992,0,47.3846,-122.169
7214810350,467000.0,5,2.25,1.0,2500,0,7,0,1979,0,47.7564,-122.14399999999999
6647200060,405000.0,3,1.75,1.0,1670,0,7,0,1980,0,47.7198,-122.193
9552700140,675000.0,5,2.25,1.0,2900,0,8,0,1985,0,47.5461,-122.15100000000001
2200500350,500000.0,2,1.0,1.0,1640,0,7,0,1954,0,47.5712,-122.14299999999999
6113400046,389999.0,4,2.5,2.0,1890,0,7,0,1968,0,47.4281,-122.34299999999999
6619910140,630000.0,4,1.75,1.0,2950,2,8,0,1975,0,47.7128,-122.223
1115450240,360000.0,4,2.5,2.0,2160,0,9,0,1992,0,47.3341,-122.255
6073240060,580000.0,4,3.0,2.0,3280,0,8,0,1986,0,47.5399,-122.181
9297300045,550000.0,3,2.0,2.0,1970,3,8,0,1929,0,47.5717,-122.375
9510920070,879000.0,4,2.5,2.0,3360,0,10,0,1994,0,47.5951,-122.01700000000001
5468730030,265000.0,3,2.0,1.0,1320,0,7,0,1993,0,47.3536,-122.14399999999999
8079030390,446500.0,3,2.5,2.0,2650,0,8,0,1990,0,47.5084,-122.154
600000152,404000.0,3,1.5,1.0,2030,0,7,0,1963,0,47.5586,-122.311
1840000030,267500.0,3,1.75,1.0,1590,2,7,0,1957,0,47.4427,-122.274
3225069065,3075000.0,4,5.0,1.0,4550,4,10,1,2002,0,47.6053,-122.07700000000001
3260800030,335000.0,3,2.5,2.0,2440,0,8,0,1998,0,47.3494,-122.301
2747100024,576000.0,3,2.5,1.0,1940,0,7,0,1948,0,47.6933,-122.39299999999999
5104530560,208633.0,3,2.5,2.0,2040,0,8,0,2006,0,47.3537,-122.0
4330600350,315000.0,3,2.25,1.0,2200,0,7,0,1964,0,47.476000000000006,-122.337
5016001535,725000.0,3,1.75,1.0,1920,0,8,0,1913,0,47.6239,-122.29799999999999
7280300196,550000.0,4,2.75,1.0,1800,0,8,0,1965,0,47.7776,-122.384
